Time,NodeID,Alleles,VectorPopulation
67,1,Y,0
68,1,Ad,0
68,1,Am,0
68,1,Aw,100207
68,1,Bd,0
68,1,Bm,0
68,1,Bw,100207
68,1,Ce,0
68,1,Cm,0
68,1,Cw,100207
68,1,X,100207
68,1,Y,0
69,1,Ad,0
69,1,Am,0
69,1,Aw,99859
69,1,Bd,0
69,1,Bm,0
69,1,Bw,99859
69,1,Ce,0
69,1,Cm,0
69,1,Cw,99859
69,1,X,99859
69,1,Y,0
70,1,Ad,0
70,1,Am,0
70,1,Aw,98572
70,1,Bd,0
70,1,Bm,0
70,1,Bw,98572
70,1,Ce,0
70,1,Cm,0
70,1,Cw,98572
70,1,X,98572
70,1,Y,0
71,1,Ad,0
71,1,Am,0
71,1,Aw,98546
71,1,Bd,0
71,1,Bm,0
71,1,Bw,98546
71,1,Ce,0
71,1,Cm,0
71,1,Cw,98546
71,1,X,98546
71,1,Y,0
72,1,Ad,0
72,1,Am,0
72,1,Aw,98433
72,1,Bd,0
72,1,Bm,0
72,1,Bw,98433
72,1,Ce,0
72,1,Cm,0
72,1,Cw,98433
72,1,X,98433
72,1,Y,0
73,1,Ad,0
73,1,Am,0
73,1,Aw,97323
73,1,Bd,0
73,1,Bm,0
73,1,Bw,97323
73,1,Ce,0
73,1,Cm,0
73,1,Cw,97323
73,1,X,97323
73,1,Y,0
74,1,Ad,0
74,1,Am,0
74,1,Aw,97413
74,1,Bd,0
74,1,Bm,0
74,1,Bw,97413
74,1,Ce,0
74,1,Cm,0
74,1,Cw,97413
74,1,X,97413
74,1,Y,0
75,1,Ad,0
75,1,Am,0
75,1,Aw,97344
75,1,Bd,0
75,1,Bm,0
75,1,Bw,97344
75,1,Ce,0
75,1,Cm,0
75,1,Cw,97344
75,1,X,97344
75,1,Y,0
76,1,Ad,0
76,1,Am,0
76,1,Aw,97039
76,1,Bd,0
76,1,Bm,0
76,1,Bw,97039
76,1,Ce,0
76,1,Cm,0
76,1,Cw,97039
76,1,X,97039
76,1,Y,0
77,1,Ad,0
77,1,Am,0
77,1,Aw,96663
77,1,Bd,0
77,1,Bm,0
77,1,Bw,96663
77,1,Ce,0
77,1,Cm,0
77,1,Cw,96663
77,1,X,96663
77,1,Y,0
78,1,Ad,0
78,1,Am,0
78,1,Aw,96361
78,1,Bd,0
78,1,Bm,0
78,1,Bw,96361
78,1,Ce,0
78,1,Cm,0
78,1,Cw,96361
78,1,X,96361
78,1,Y,0
79,1,Ad,0
79,1,Am,0
79,1,Aw,95842
79,1,Bd,0
79,1,Bm,0
79,1,Bw,95842
79,1,Ce,0
79,1,Cm,0
79,1,Cw,95842
79,1,X,95842
79,1,Y,0
80,1,Ad,0
80,1,Am,0
80,1,Aw,95660
80,1,Bd,0
80,1,Bm,0
80,1,Bw,95660
80,1,Ce,0
80,1,Cm,0
80,1,Cw,95660
80,1,X,95660
80,1,Y,0
81,1,Ad,0
81,1,Am,0
81,1,Aw,95728
81,1,Bd,0
81,1,Bm,0
81,1,Bw,95728
81,1,Ce,0
81,1,Cm,0
81,1,Cw,95728
81,1,X,95728
81,1,Y,0
82,1,Ad,0
82,1,Am,0
82,1,Aw,95644
82,1,Bd,0
82,1,Bm,0
82,1,Bw,95644
82,1,Ce,0
82,1,Cm,0
82,1,Cw,95644
82,1,X,95644
82,1,Y,0
83,1,Ad,0
83,1,Am,0
83,1,Aw,95570
83,1,Bd,0
83,1,Bm,0
83,1,Bw,95570
83,1,Ce,0
83,1,Cm,0
83,1,Cw,95570
83,1,X,95570
83,1,Y,0
84,1,Ad,0
84,1,Am,0
84,1,Aw,99278
84,1,Bd,0
84,1,Bm,0
84,1,Bw,99278
84,1,Ce,0
84,1,Cm,0
84,1,Cw,99278
84,1,X,99278
84,1,Y,0
85,1,Ad,0
85,1,Am,0
85,1,Aw,97992
85,1,Bd,0
85,1,Bm,0
85,1,Bw,97992
85,1,Ce,0
85,1,Cm,0
85,1,Cw,97992
85,1,X,97992
85,1,Y,0
86,1,Ad,0
86,1,Am,0
86,1,Aw,98200
86,1,Bd,0
86,1,Bm,0
86,1,Bw,98200
86,1,Ce,0
86,1,Cm,0
86,1,Cw,98200
86,1,X,98200
86,1,Y,0
87,1,Ad,0
87,1,Am,0
87,1,Aw,98057
87,1,Bd,0
87,1,Bm,0
87,1,Bw,98057
87,1,Ce,0
87,1,Cm,0
87,1,Cw,98057
87,1,X,98057
87,1,Y,0
88,1,Ad,0
88,1,Am,0
88,1,Aw,97685
88,1,Bd,0
88,1,Bm,0
88,1,Bw,97685
88,1,Ce,0
88,1,Cm,0
88,1,Cw,97685
88,1,X,97685
88,1,Y,0
89,1,Ad,0
89,1,Am,0
89,1,Aw,97807
89,1,Bd,0
89,1,Bm,0
89,1,Bw,97807
89,1,Ce,0
89,1,Cm,0
89,1,Cw,97807
89,1,X,97807
89,1,Y,0
90,1,Ad,0
90,1,Am,0
90,1,Aw,97859
90,1,Bd,0
90,1,Bm,0
90,1,Bw,97859
90,1,Ce,0
90,1,Cm,0
90,1,Cw,97859
90,1,X,97859
90,1,Y,0
91,1,Ad,0
91,1,Am,0
91,1,Aw,97822
91,1,Bd,0
91,1,Bm,0
91,1,Bw,97822
91,1,Ce,0
91,1,Cm,0
91,1,Cw,97822
91,1,X,97822
91,1,Y,0
92,1,Ad,0
92,1,Am,0
92,1,Aw,97342
92,1,Bd,0
92,1,Bm,0
92,1,Bw,97342
92,1,Ce,0
92,1,Cm,0
92,1,Cw,97342
92,1,X,97342
92,1,Y,0
93,1,Ad,0
93,1,Am,0
93,1,Aw,97116
93,1,Bd,0
93,1,Bm,0
93,1,Bw,97116
93,1,Ce,0
93,1,Cm,0
93,1,Cw,97116
93,1,X,97116
93,1,Y,0
94,1,Ad,0
94,1,Am,0
94,1,Aw,97257
94,1,Bd,0
94,1,Bm,0
94,1,Bw,97257
94,1,Ce,0
94,1,Cm,0
94,1,Cw,97257
94,1,X,97257
94,1,Y,0
95,1,Ad,0
95,1,Am,0
95,1,Aw,97253
95,1,Bd,0
95,1,Bm,0
95,1,Bw,97253
95,1,Ce,0
95,1,Cm,0
95,1,Cw,97253
95,1,X,97253
95,1,Y,0
96,1,Ad,0
96,1,Am,0
96,1,Aw,97456
96,1,Bd,0
96,1,Bm,0
96,1,Bw,97456
96,1,Ce,0
96,1,Cm,0
96,1,Cw,97456
96,1,X,97456
96,1,Y,0
97,1,Ad,0
97,1,Am,0
97,1,Aw,97450
97,1,Bd,0
97,1,Bm,0
97,1,Bw,97450
97,1,Ce,0
97,1,Cm,0
97,1,Cw,97450
97,1,X,97450
97,1,Y,0
98,1,Ad,0
98,1,Am,0
98,1,Aw,97270
98,1,Bd,0
98,1,Bm,0
98,1,Bw,97270
98,1,Ce,0
98,1,Cm,0
98,1,Cw,97270
98,1,X,97270
98,1,Y,0
99,1,Ad,0
99,1,Am,0
99,1,Aw,97157
99,1,Bd,0
99,1,Bm,0
99,1,Bw,97157
99,1,Ce,0
99,1,Cm,0
99,1,Cw,97157
99,1,X,97157
99,1,Y,0
100,1,Ad,0
100,1,Am,0
100,1,Aw,96956
100,1,Bd,0
100,1,Bm,0
100,1,Bw,96956
100,1,Ce,0
100,1,Cm,0
100,1,Cw,96956
100,1,X,96956
100,1,Y,0
101,1,Ad,0
101,1,Am,0
101,1,Aw,96755
101,1,Bd,0
101,1,Bm,0
101,1,Bw,96755
101,1,Ce,0
101,1,Cm,0
101,1,Cw,96755
101,1,X,96755
101,1,Y,0
102,1,Ad,0
102,1,Am,0
102,1,Aw,97313
102,1,Bd,0
102,1,Bm,0
102,1,Bw,97313
102,1,Ce,0
102,1,Cm,0
102,1,Cw,97313
102,1,X,97313
102,1,Y,0
103,1,Ad,0
103,1,Am,0
103,1,Aw,96975
103,1,Bd,0
103,1,Bm,0
103,1,Bw,96975
103,1,Ce,0
103,1,Cm,0
103,1,Cw,96975
103,1,X,96975
103,1,Y,0
104,1,Ad,0
104,1,Am,0
104,1,Aw,97310
104,1,Bd,0
104,1,Bm,0
104,1,Bw,97310
104,1,Ce,0
104,1,Cm,0
104,1,Cw,97310
104,1,X,97310
104,1,Y,0
105,1,Ad,0
105,1,Am,0
105,1,Aw,97128
105,1,Bd,0
105,1,Bm,0
105,1,Bw,97128
105,1,Ce,0
105,1,Cm,0
105,1,Cw,97128
105,1,X,97128
105,1,Y,0
106,1,Ad,0
106,1,Am,0
106,1,Aw,97012
106,1,Bd,0
106,1,Bm,0
106,1,Bw,97012
106,1,Ce,0
106,1,Cm,0
106,1,Cw,97012
106,1,X,97012
106,1,Y,0
107,1,Ad,0
107,1,Am,0
107,1,Aw,96861
107,1,Bd,0
107,1,Bm,0
107,1,Bw,96861
107,1,Ce,0
107,1,Cm,0
107,1,Cw,96861
107,1,X,96861
107,1,Y,0
108,1,Ad,0
108,1,Am,0
108,1,Aw,97108
108,1,Bd,0
108,1,Bm,0
108,1,Bw,97108
108,1,Ce,0
108,1,Cm,0
108,1,Cw,97108
108,1,X,97108
108,1,Y,0
109,1,Ad,0
109,1,Am,0
109,1,Aw,97174
109,1,Bd,0
109,1,Bm,0
109,1,Bw,97174
109,1,Ce,0
109,1,Cm,0
109,1,Cw,97174
109,1,X,97174
109,1,Y,0
110,1,Ad,0
110,1,Am,0
110,1,Aw,97262
110,1,Bd,0
110,1,Bm,0
110,1,Bw,97262
110,1,Ce,0
110,1,Cm,0
110,1,Cw,97262
110,1,X,97262
110,1,Y,0
111,1,Ad,0
111,1,Am,0
111,1,Aw,97039
111,1,Bd,0
111,1,Bm,0
111,1,Bw,97039
111,1,Ce,0
111,1,Cm,0
111,1,Cw,97039
111,1,X,97039
111,1,Y,0
112,1,Ad,0
112,1,Am,0
112,1,Aw,97144
112,1,Bd,0
112,1,Bm,0
112,1,Bw,97144
112,1,Ce,0
112,1,Cm,0
112,1,Cw,97144
112,1,X,97144
112,1,Y,0
113,1,Ad,0
113,1,Am,0
113,1,Aw,97036
113,1,Bd,0
113,1,Bm,0
113,1,Bw,97036
113,1,Ce,0
113,1,Cm,0
113,1,Cw,97036
113,1,X,97036
113,1,Y,0
114,1,Ad,0
114,1,Am,0
114,1,Aw,97217
114,1,Bd,0
114,1,Bm,0
114,1,Bw,97217
114,1,Ce,0
114,1,Cm,0
114,1,Cw,97217
114,1,X,97217
114,1,Y,0
115,1,Ad,0
115,1,Am,0
115,1,Aw,97205
115,1,Bd,0
115,1,Bm,0
115,1,Bw,97205
115,1,Ce,0
115,1,Cm,0
115,1,Cw,97205
115,1,X,97205
115,1,Y,0
116,1,Ad,0
116,1,Am,0
116,1,Aw,97280
116,1,Bd,0
116,1,Bm,0
116,1,Bw,97280
116,1,Ce,0
116,1,Cm,0
116,1,Cw,97280
116,1,X,97280
116,1,Y,0
117,1,Ad,0
117,1,Am,0
117,1,Aw,97240
117,1,Bd,0
117,1,Bm,0
117,1,Bw,97240
117,1,Ce,0
117,1,Cm,0
117,1,Cw,97240
117,1,X,97240
117,1,Y,0
118,1,Ad,0
118,1,Am,0
118,1,Aw,97255
118,1,Bd,0
118,1,Bm,0
118,1,Bw,97255
118,1,Ce,0
118,1,Cm,0
118,1,Cw,97255
118,1,X,97255
118,1,Y,0
119,1,Ad,0
119,1,Am,0
119,1,Aw,97351
119,1,Bd,0
119,1,Bm,0
119,1,Bw,97351
119,1,Ce,0
119,1,Cm,0
119,1,Cw,97351
119,1,X,97351
119,1,Y,0
120,1,Ad,0
120,1,Am,0
120,1,Aw,97710
120,1,Bd,0
120,1,Bm,0
120,1,Bw,97710
120,1,Ce,0
120,1,Cm,0
120,1,Cw,97710
120,1,X,97710
120,1,Y,0
121,1,Ad,0
121,1,Am,0
121,1,Aw,97628
121,1,Bd,0
121,1,Bm,0
121,1,Bw,97628
121,1,Ce,0
121,1,Cm,0
121,1,Cw,97628
121,1,X,97628
121,1,Y,0
122,1,Ad,0
122,1,Am,0
122,1,Aw,97937
122,1,Bd,0
122,1,Bm,0
122,1,Bw,97937
122,1,Ce,0
122,1,Cm,0
122,1,Cw,97937
122,1,X,97937
122,1,Y,0
123,1,Ad,0
123,1,Am,0
123,1,Aw,97572
123,1,Bd,0
123,1,Bm,0
123,1,Bw,97572
123,1,Ce,0
123,1,Cm,0
123,1,Cw,97572
123,1,X,97572
123,1,Y,0
124,1,Ad,0
124,1,Am,0
124,1,Aw,97645
124,1,Bd,0
124,1,Bm,0
124,1,Bw,97645
124,1,Ce,0
124,1,Cm,0
124,1,Cw,97645
124,1,X,97645
124,1,Y,0
125,1,Ad,0
125,1,Am,0
125,1,Aw,97427
125,1,Bd,0
125,1,Bm,0
125,1,Bw,97427
125,1,Ce,0
125,1,Cm,0
125,1,Cw,97427
125,1,X,97427
125,1,Y,0
126,1,Ad,448
126,1,Am,0
126,1,Aw,97495
126,1,Bd,0
126,1,Bm,0
126,1,Bw,97495
126,1,Ce,448
126,1,Cm,0
126,1,Cw,97495
126,1,X,97495
126,1,Y,0
